A,B,1,AA,BB,AB,2,AAA,BBB,ABB,AAB,3,AAAA,BBBB,ABBB,AABB,AAAB,4,AAAAA,BBBBB,ABBBB,AABBB,AAABB,AAAAB,5,6,7,8,9,10,x,a_in_non_trivial_cycles,b_in_non_trivial_cycles
0.7,0.30000000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6989507871063976,0.29905150258019136,0.998002289686589,0.0003988017982013492,0.00034779033798238405,0.0002488360513259234,0.0009954281875096567,4.550903359220895e-07,8.089450689950352e-07,6.230762601001717e-07,3.874840844463602e-07,2.2745957494636564e-06,6.924315613545783e-10,2.5087609906883156e-09,2.2306421125697025e-09,1.316874986716236e-09,7.510461919144505e-10,7.499755843243284e-09,1.2346315939441183e-12,9.117606262429462e-12,9.345695316627457e-12,5.859604289300611e-12,3.0700865839517946e-12,1.6295865616064989e-12,3.025721060785994e-11,1.3818135186435102e-13,6.852914003492871e-16,3.602873348325867e-18,1.9782248849395624e-20,1.1232568125029872e-22,0.001,1.4246952134851074e-24,1.5829946816501193e-25
0.6979031468523611,0.29810600398490067,0.9960091508372617,0.0007952143712431482,0.0006911892525365769,0.0004953550435158206,0.0019817586672955458,1.8121881211847019e-06,3.2051859166598323e-06,2.4728582502851194e-06,1.5404078068684767e-06,9.03064009499813e-06,5.5063152869149236e-09,1.98174701022489e-08,1.7649916077650136e-08,1.0437130661595466e-08,5.9624814977882244e-09,5.937331362619765e-08,1.960650390968973e-11,1.435900963503528e-10,1.4742770188711565e-10,9.258904185267217e-11,4.859210909140175e-11,2.5835471061433797e-11,4.77640924152666e-10,4.349717205455739e-12,4.3016655002101165e-14,4.5099164380092e-16,4.938092576294435e-18,5.591531442277795e-20,0.002,7.17387301303756e-22,7.970970014486177e-23
0.6968570768806993,0.2971634947328702,0.9940205716135695,0.0011892484545274605,0.0010302383303549463,0.0007395731581971465,0.0029590599430795537,4.059116089992958e-06,7.143481861974102e-06,5.520517196119447e-06,3.4446101724515546e-06,2.0167725320538062e-05,1.847264504941654e-08,6.604210774513625e-08,5.8916804341913486e-08,3.489807586312076e-08,1.9969685741441064e-08,1.982993187410281e-07,9.851627626064643e-11,7.155058581223233e-10,7.358539523140631e-10,4.6290934165740837e-10,2.433469620787708e-10,1.2959862325102963e-10,2.3857310136842417e-09,3.249236811830047e-11,4.805827484218278e-13,7.535630768871925e-15,1.2340587920456413e-16,2.089955256874794e-18,0.003,2.712294073209121e-20,3.0136600813434676e-21
0.6958125748377546,0.2962239653728187,0.9920365402105733,0.0015809147405790888,0.0013649788080630622,0.000981506476546242,0.003927400025188393,7.183806408106431e-06,1.2579449094311671e-05,9.737674801597489e-06,6.086104481305447e-06,3.558703478532104e-05,4.352507501679889e-08,1.5457386696567472e-07,1.3812686441947683e-07,8.195289072732251e-08,4.697403308408174e-08,4.6515273021335474e-07,3.090336175249517e-10,2.225829074368603e-09,2.292947272990597e-09,1.4448481642258768e-09,7.608096604649579e-10,4.0585817825697214e-10,7.439325967831959e-09,1.3469191919144018e-10,2.6484220475259098e-12,5.520848741133064e-14,1.201974489191509e-15,2.706285732774636e-17,0.004,3.552606966283923e-19,3.947341073648803e-20
0.6947696383733969,0.29528740648334667,0.9900570448567436,0.0019702238792061256,0.0016954515749823004,0.0012211709798729342,0.00488684643406136,1.117429985363813e-05,1.9469547159791115e-05,1.5096397387022744e-05,9.45107654168972e-06,5.5191320942141706e-05,8.450137979197896e-08,2.981021081743664e-07,2.668277246662019e-07,1.5857725684562556e-07,9.104546059344893e-08,8.990539300716218e-07,7.488391974505907e-10,5.348789832727315e-09,5.519269681338913e-09,3.4836425099458346e-09,1.8374317377003438e-09,9.818232698246622e-10,1.791979622898766e-08,4.0435288980411076e-10,9.909151984098805e-12,2.574505403853568e-13,6.9859878347680585e-15,1.9604462835587462e-16,0.005,2.603149069836778e-18,2.892387855374198e-19
0.6937282651410185,0.29435380867284183,0.9880820738138603,0.002357186477659922,0.002021697175871519,0.0014585825502018703,0.005837466203733311,1.6018745003371946e-05,2.7771065639375776e-05,2.156919009552517e-05,1.3525882899720646e-05,7.888488363799354e-05,1.451448970569872e-07,5.086367341597887e-07,4.5603424006851037e-07,2.714758639443681e-07,1.561249975028199e-07,1.5374167327324743e-06,1.541190575960441e-09,1.0917022078291111e-08,1.1283766590619258e-08,7.1339471007237814e-09,3.769045158247963e-09,2.017331511275362e-09,3.666230301511792e-08,9.897788840489178e-10,2.902122952631525e-11,9.021592194477024e-13,2.929093502001451e-14,9.83513902661154e-16,0.006,1.3209671323317298e-17,1.4677412581463665e-18
0.6926884527975293,0.29342316257938506,0.9861116153769144,0.002741813100794487,0.0023437558136479566,0.0016937569708506011,0.006779325885293045,2.1705397424563778e-05,3.7442111016184166e-05,2.912899116746639e-05,1.8297049085418203e-05,0.00010657354869363253,2.2910595290478574e-07,7.975299981819883e-07,7.162433145664496e-07,4.270887950962641e-07,2.460272556858915e-07,2.4159953164353794e-06,2.8339115722199956e-09,1.9907421773621554e-08,2.061051042698377e-08,1.3052339518179447e-08,6.9073846724220685e-09,3.7032531263541933e-09,6.701482108978103e-08,2.1044857964093615e-09,7.177794491237735e-11,2.5955785787753263e-12,9.803157340172299e-14,3.829121258076729e-15,0.007,5.202054252374376e-17,5.780060280415973e-18
0.6916501990033513,0.29249545887065626,0.9841456578740075,0.00312411427122531,0.0026616673520875114,0.0019267099270044374,0.007712491550317259,2.8222618872191953e-05,4.8441593729503705e-05,3.774916628199054e-05,2.3751267874952397e-05,0.0001381646467586386,3.39943270040334e-07,1.1754977576812991e-06,1.0574483963164903e-06,6.315977924441688e-07,3.6444288186710384e-07,3.568930098349396e-06,4.798404701494838e-09,3.342769850334628e-08,3.4666023742564256e-08,2.1990113403959906e-08,1.1656725608048105e-08,6.259939750407455e-09,1.1279890570982083e-07,4.0362872849546785e-09,1.5686997024401768e-10,6.464040666856244e-12,2.7820373469563235e-13,1.2383041467652602e-14,0.008,1.7016261795996646e-16,1.8906957551107384e-17
0.6906135014224128,0.291570688243841,0.9821841896662539,0.0035041004694876133,0.0029754713185045486,0.0021574570062880905,0.008637028794280252,3.555887649162263e-05,6.072921541303261e-05,4.740350296498646e-05,2.987539756894936e-05,0.00017356699243859105,4.811253590307258e-07,1.6526401858853964e-06,1.4891536521871831e-06,8.909324053880231e-07,5.149409720806208e-07,5.028792574571949e-06,7.628686274004914e-09,5.270359460822249e-08,5.4747162472792356e-08,3.4786351245147244e-08,1.847063415853583e-08,9.935716940287808e-09,1.7827214569899064e-07,7.155228269785277e-09,3.11928248364543e-10,1.4417860589382859e-11,6.96061376433139e-13,3.4753928041881095e-14,0.009000000000000001,4.830572662546385e-16,5.367302958384872e-17
