x,AA,AB,BB,all
0.0,0,0,0,0
0.001,0.498553342976741,1.6487137769294924,1.8650287860090131,0.45718124903433227
0.002,1.0558204251401928,1.1961273781042974,1.0324667043847644,0.4941420317560896
0.003,1.3562993922146223,1.0898247945798865,0.9005068915981016,0.5959438632238058
0.004,0.895515259585703,0.3175057794605293,0.6637938968734349,0.5142228338426671
0.005,0.5138416882384483,0.2066699458254345,0.5775186194628309,0.4593955664366218
0.006,0.3093052374742223,0.3700443851181487,0.6732251217687508,0.4507886605618966
0.007,0.26506490144094474,0.19698480639908528,0.8311833101482295,0.44457992697008847
0.008,0.24540931013124181,0.16529732087479349,1.0495798324283,0.5045209980228847
0.009000000000000001,0.34977620613088756,0.253578359111999,1.120852103397961,0.46753947773287763
0.010000000000000002,0.3086410654365111,0.31168331514828224,1.2027274626672815,0.46467096003650005
0.011000000000000003,0.2560937608832315,0.20311458510170968,1.3458342768312381,0.5194621002410933
0.012000000000000004,0.1127514028909114,0.11558830694075203,1.4175133579140424,0.5644355397444958
0.013000000000000005,0.19948339563949422,0.4655084823235967,1.3073698756705685,0.6472912056106435
0.014000000000000005,0.16972612467621873,0.74643360777733,0.9752272910088239,0.590048543248467
0.015000000000000006,0.32521432918133114,0.6428682149610042,0.7977412218298242,0.5660096149184586
0.016000000000000007,0.425127939536846,0.4929195620692211,0.8165832283061687,0.5755493204269266
0.017000000000000008,0.4238456618407516,0.43214789916448054,0.8137976377467848,0.5586985716544909
0.01800000000000001,0.4899831247837113,0.48009206648235253,0.7779795940342952,0.5853473401756254
0.01900000000000001,0.48358802315587734,0.474729917014679,0.7347976356976491,0.5665401146462591
0.02000000000000001,0.5265874217851211,0.4100170837036858,0.7612664580938044,0.5769810890940604
0.02100000000000001,0.6308877313319177,0.42452732713930025,0.6888332536003838,0.5990594701366353
0.022000000000000013,0.6350372015746385,0.3642973144581853,0.5799898171700455,0.5490999808849187
0.023000000000000013,0.5800194898576502,0.47786472011640374,0.5375804653812973,0.5403002035069073
0.024000000000000014,0.5588525398508251,0.4663683340975632,0.5074037446680224,0.5185493502188734
0.025000000000000015,0.5538062269079063,0.32686256854565204,0.6465670912885936,0.5284328112971625
0.026000000000000016,0.4776631416663533,0.26502239841546393,0.669140840358592,0.48888166030704505
0.027000000000000017,0.4667825831290528,0.27984087760470994,0.6936913917582689,0.49613469575420377
0.028000000000000018,0.4713710250386085,0.295877103800786,0.690830807261011,0.500943537580843
0.02900000000000002,0.4796174965644993,0.44916235921655134,0.7033949999002296,0.5465352178830515
0.03000000000000002,0.5885169346294479,0.3973791590381025,0.77284209942851,0.6022564656800419
0.03100000000000002,0.5343597546357699,0.454848221504887,0.7683970055845474,0.5922282390328286
0.03200000000000002,0.5674416130431096,0.4240738709028924,0.7642933798723242,0.5969815386715295
0.03300000000000002,0.5241476194724383,0.3396813495966125,0.7622625727327936,0.5570471972520711
0.03400000000000002,0.5482115597605259,0.2724397114785848,0.7207517335096798,0.5366658698607524
0.035000000000000024,0.5024919388095784,0.17670073237032083,0.6781949842441578,0.4795150541349573
0.036000000000000025,0.5482962460989786,0.19173384895401635,0.6461147148812955,0.4919616793463888
0.037000000000000026,0.580274694126675,0.29825685004807667,0.6032847902524101,0.5177858251574056
0.03800000000000003,0.6241368059159998,0.15742112032904754,0.6227902177976833,0.5079675615894542
0.03900000000000003,0.6270702440424601,0.07729294614608263,0.5626232949734052,0.46977003431872705
0.04000000000000003,0.6202895977076609,0.03611193511069113,0.5379295367540914,0.44871525244041494
0.04100000000000003,0.5934532954212448,0.10341429750635583,0.5402477642694276,0.45468500774648984
