AA,AB,BB,all,x
0.0,0.0,0.0,0.0,0.0
0.0003988017982013492,0.0002488360513259234,0.00034779033798238405,0.0009954281875096567,0.001
0.0007952143712431482,0.0004953550435158206,0.0006911892525365769,0.0019817586672955458,0.002
0.0011892484545274605,0.0007395731581971465,0.0010302383303549463,0.0029590599430795532,0.003
0.0015809147405790888,0.000981506476546242,0.0013649788080630622,0.003927400025188393,0.004
0.0019702238792061256,0.0012211709798729345,0.0016954515749823004,0.00488684643406136,0.005
0.002357186477659922,0.0014585825502018703,0.002021697175871519,0.005837466203733311,0.006
0.002741813100794487,0.0016937569708506011,0.0023437558136479566,0.006779325885293045,0.007
0.00312411427122531,0.0019267099270044374,0.0026616673520875114,0.007712491550317259,0.008
0.0035041004694876133,0.0021574570062880905,0.0029754713185045486,0.008637028794280252,0.009000000000000001
0.0038817821341940333,0.0023860136993341173,0.0032852069064113875,0.009553002739939538,0.010000000000000002
0.004257169662191742,0.002612395400348187,0.0035909129781576195,0.010460478040697548,0.011000000000000003
0.0046302734087189925,0.00283661740767119,0.003892628067549406,0.011359518883939589,0.012000000000000004
0.005001103687561109,0.0030586949243381957,0.004190390382448903,0.012250188994348208,0.013000000000000005
0.005369670771205916,0.003278643058634292,0.0044842378073539566,0.013132551637194165,0.014000000000000005
0.005735984890998602,0.003496476824647307,0.004774207905958217,0.014006669621604125,0.015000000000000006
0.006100056237296033,0.0037122111428174462,0.00506033792369182,0.014872605303805297,0.016000000000000007
0.0064618949596205065,0.003925860840483844,0.005342664790242769,0.01573042059034712,0.017000000000000008
0.006821511166812952,0.004137440652428063,0.005621225122059175,0.01658017694130019,0.01800000000000001
0.0071789149271855816,0.00434696522141455,0.005896055224832467,0.017421935373432597,0.01900000000000001
0.007534116268673995,0.004554449098728063,0.006167191095961761,0.01825575646336382,0.02000000000000001
0.007887125178988723,0.004759906744708087,0.006434668426999471,0.01908170035069628,0.02100000000000001
0.008237951605766252,0.004963352529280265,0.006698522606078351,0.019899826741124865,0.022000000000000013
0.008586605456719463,0.00516480073248484,0.006958788720320064,0.020710194909524367,0.023000000000000013
0.00893309659978758,0.005364265545002147,0.007215501558225441,0.021512863703015167,0.024000000000000014
0.009277434863285534,0.0055617610686751525,0.007468695612046562,0.02230789154400725,0.025000000000000015
0.009619630036052814,0.00575730131702907,0.007718405080140776,0.02309533643322266,0.026000000000000016
0.009959691867601773,0.005950900215788061,0.007964663869306813,0.02387525595269665,0.027000000000000017
0.010297630068265404,0.006142571603389041,0.008207505597103107,0.024647707268757552,0.028000000000000018
0.010633454309344573,0.006332329231492595,0.008446963594148487,0.025412747134985654,0.02900000000000002
0.010967174223254746,0.006520186765491047,0.008683070906405308,0.0261704318951511,0.03000000000000002
0.01129879940367215,0.006706157785013658,0.008915860297445235,0.026920817486131045,0.03100000000000002
0.011628339405679446,0.006890255784429003,0.009145364250697724,0.02766395944080617,0.03200000000000002
0.011955803745910848,0.007072494173344528,0.009371614971681406,0.028399912890936782,0.03300000000000002
0.012281201902696734,0.007252886277103297,0.009594644390218425,0.029128732570018454,0.03400000000000002
0.012604543316207728,0.007431445337277959,0.009814484162631915,0.0298504728161176,0.035000000000000024
0.012925837388598269,0.007608184512161933,0.010031165673926723,0.030565187574686924,0.036000000000000025
0.013245093484149668,0.007783116877257847,0.010244720039953475,0.03127293040136099,0.037000000000000026
0.013562320929412617,0.007956255425763219,0.010455178109556157,0.031973754464731996,0.03800000000000003
0.013877529013349226,0.008127613069053423,0.010662570466703295,0.03266771254910594,0.03900000000000003
0.01419072698747453,0.008297202637161943,0.010866927432602858,0.033354857057239326,0.04000000000000003
0.01450192406599747,0.008465036879257907,0.01106827906780104,0.03403524001305641,0.04100000000000003
0.014811129425961399,0.008631128464120964,0.011266655174264987,0.03470891306434735,0.04200000000000003
0.01511835220738404,0.008795489980613488,0.011462085297449635,0.03537592748544716,0.04300000000000003
0.015423601513396982,0.008958133938150106,0.011654598728348748,0.03603633417989584,0.04400000000000003
0.015726886410384628,0.00911907276716461,0.011844224505530283,0.036690183683079525,0.04500000000000003
0.0160282159281227,0.009278318819574236,0.012030991417156202,0.037337526164853134,0.046000000000000034
0.016327599059916167,0.00943588436924132,0.012214928002986838,0.037978411432144324,0.047000000000000035
0.016625044762736747,0.009591781612432387,0.012396062556369939,0.03861288893153907,0.048000000000000036
0.016920561957359873,0.009746022668274616,0.012574423126214474,0.039241007751848966,0.04900000000000004
0.01721415952850117,0.009898619579209776,0.012750037518949382,0.03986281662666033,0.05000000000000004
0.017505846324952445,0.010049584311445578,0.012922933300467294,0.04047836393686532,0.05100000000000004
0.017795631159717197,0.010198928755404506,0.013093137798053387,0.04108769771317509,0.05200000000000004
0.0180835228101456,0.010346664726170107,0.013260678102299481,0.04169086563861519,0.05300000000000004
0.018369530018069045,0.01049280396393078,0.013425581069003458,0.04228791505100328,0.05400000000000004
0.018653661489934165,0.010637358134421055,0.013587873321054154,0.04287889294540938,0.05500000000000004
0.018935925896936368,0.010780338829360398,0.0137475812503018,0.04346384597659857,0.05600000000000004
0.019216331875152946,0.010921757566889529,0.013904731019414116,0.04404282046145659,0.057000000000000044
0.019494888025675623,0.0110616257920043,0.014059348563718207,0.04461586238139813,0.058000000000000045
0.01977160291474267,0.011199954876987106,0.014211459593028292,0.045183017384758065,0.059000000000000045
0.020046485073870544,0.011336756121835889,0.01436108959345948,0.04574433078916591,0.060000000000000046
0.020319542999985032,0.0114720407546907,0.014508263829227562,0.04629984758390329,0.06100000000000005
0.020590785155551947,0.011605819932257875,0.014653007344435054,0.04684961243224487,0.06200000000000005
0.020860219968707298,0.011738104740231802,0.014795344964843488,0.047393669673782585,0.06300000000000004
0.021127855833387083,0.011868906193714326,0.014935301299632126,0.04793206332673354,0.06400000000000004
0.021393701109456494,0.011998235237631777,0.01507290074314316,0.04846483709023143,0.06500000000000004
0.021657764122838753,0.01212610274714964,0.01520816747661351,0.048992034346601904,0.06600000000000004
0.021920053165643445,0.012252519528084906,0.01534112546989332,0.04951369816362167,0.06700000000000005
0.022180576496294374,0.012377496317316068,0.015471798483151233,0.050029871296761674,0.06800000000000005
0.022439342339656974,0.012501043783190832,0.015600210068566586,0.05054059619141439,0.06900000000000005
0.02269635888716525,0.012623172525931491,0.015726383572008593,0.05104591498510533,0.07000000000000005
0.022951634296948284,0.01274389307803805,0.015850342134702575,0.05154586950968891,0.07100000000000005
0.023205176693956227,0.012863215904689038,0.015972108694883445,0.052040501293528704,0.07200000000000005
0.02345699417008591,0.012981151404140079,0.01609170598943638,0.05252985156366237,0.07300000000000005
0.023707094784305924,0.013097709908120193,0.01620915655552498,0.05301396124795109,0.07400000000000005
0.023955486562781327,0.013212901682225884,0.016324482732206783,0.053492870977213995,0.07500000000000005
0.02420217749899781,0.01332673692631297,0.01643770666203642,0.053966621087347205,0.07600000000000005
0.024447175553885488,0.013439225774886217,0.016548850292656382,0.05443525162142809,0.07700000000000005
0.02469048865594223,0.013550378297486764,0.016657935378375562,0.05489880233180455,0.07800000000000006
0.02493212470135648,0.013660204499077356,0.016764983481735607,0.055357312682169445,0.07900000000000006
0.025172091554129722,0.01376871432042541,0.01687001597506521,0.05581082184962034,0.08000000000000006
0.025410397046198446,0.01387591763848388,0.01697305404202243,0.056259368726704756,0.08100000000000006
0.025647048977555667,0.013981824266770023,0.017074118679125096,0.05670299192345079,0.08200000000000006
0.025882055116372073,0.014086443955741958,0.017173230697269448,0.057141729769383476,0.08300000000000006
0.02611542319911661,0.014189786393173155,0.017270410723236998,0.057575620315526765,0.08400000000000006
0.026347160930676763,0.01429186120452474,0.01736567920118982,0.05800470133639132,0.08500000000000006
0.026577275984478343,0.014392677953315757,0.017459056394154286,0.05842901033194839,0.08600000000000006
0.02680577600260477,0.014492246141491284,0.017550562385493313,0.05884858452958937,0.08700000000000006
0.027032668595916073,0.014590575209788483,0.01764021708036729,0.059263460886071845,0.08800000000000006
0.02725796134416733,0.014687674538100584,0.017728040207183677,0.059673676089451594,0.08900000000000007
0.027481661796126728,0.014783553445838782,0.017814051319035427,0.06007926656100094,0.09000000000000007
0.027703777469693228,0.014878221192292118,0.017898269795128277,0.06048026845711362,0.09100000000000007
0.027924315852013697,0.01497168697698528,0.01798071484219703,0.060876717671196005,0.09200000000000007
0.02814328439959978,0.01506395994003441,0.018061405495910857,0.061268649835545044,0.09300000000000007
0.02836069053844416,0.01515504916250087,0.018140360622267714,0.061656100323212754,0.09400000000000007
0.028576541664136562,0.015244963666743026,0.018217598918978048,0.06203910424985763,0.09500000000000007
0.028790845141979205,0.015333712416765996,0.0182931389168377,0.0624176964755829,0.09600000000000007
0.029003608307101945,0.015421304318569466,0.018366998981090225,0.06279191160676165,0.09700000000000007
0.029214838464576932,0.015507748220493488,0.01843919731277869,0.06316178399784911,0.09800000000000007
0.029424542889532838,0.015593052913562336,0.018509751950086927,0.0635273477531821,0.09900000000000007
0.029632728827268737,0.01567722713182641,0.018578680769670494,0.06388863672876564,0.10000000000000007
0.029839403493367514,0.01576027955270219,0.018646001487977217,0.06424568453404692,0.10100000000000008
0.0300445740738089,0.015842218797310282,0.018711731662557577,0.06459852453367676,0.10200000000000008
0.030248247725082073,0.01592305343081149,0.01877588869336492,0.06494718984925849,0.10300000000000008
0.030450431574297825,0.01600279196274105,0.018838489824045516,0.06529171336108439,0.10400000000000008
0.030651132719300405,0.016081442847340928,0.01889955214321873,0.06563212770986006,0.10500000000000008
0.030850358228778865,0.016159014483890212,0.01895909258574715,0.06596846529841623,0.10600000000000008
0.031048115142378062,0.016235515217033657,0.01901712793399691,0.06630075829340862,0.10700000000000008
0.03124441047080921,0.01631095333710835,0.01907367481908824,0.06662903862700581,0.10800000000000008
